kid,chunks,err,tot,miss,geno,phaserate,genorate
4,3,77,7517,0,39,0.010243448184116,0.00518823998935746
5,3,77,7517,0,1,0.010243448184116,0.000133031794598909
6,3,77,7517,0,4,0.010243448184116,0.000532127178395637
7,3,273,7517,0,218,0.0363176799255022,0.0290009312225622
8,3,127,7517,0,20,0.0168950379140615,0.00266063589197818
9,3,94,7517,0,24,0.0125049886922975,0.00319276307037382
10,3,814,7517,0,764,0.108287880803512,0.101636291073567
1,15,996,7249,0,882,0.137398261829218,0.12167195475238
2,15,176,7249,0,20,0.0242792109256449,0.00275900124155056
3,15,251,7249,0,111,0.0346254655814595,0.0153124568906056
4,15,777,7249,0,102,0.107187198234239,0.0140709063319078
5,15,2737,7249,0,458,0.377569319906194,0.0631811284315078
6,15,451,7249,0,341,0.0622154779969651,0.047040971168437
7,15,1342,7249,0,155,0.185128983308042,0.0213822596220168
8,15,263,7249,0,152,0.0362808663263898,0.0209684094357842
9,15,355,7249,0,163,0.0489722720375224,0.0224858601186371
10,15,304,7249,0,179,0.0419368188715685,0.0246930611118775
1,3,234,7649,0,199,0.0305922342789907,0.0260164727415348
2,3,257,7649,0,238,0.0335991632893189,0.0311151784547
3,3,72,7649,0,41,0.00941299516276638,0.00536017780101974
4,3,55,7649,0,36,0.00719048241600209,0.00470649758138319
5,3,205,7649,0,29,0.0268008890050987,0.00379134527389201
6,3,861,7649,0,819,0.112563733821415,0.107072819976468
7,3,1482,7649,0,1012,0.193750817100275,0.132304876454439
8,3,111,7649,0,91,0.0145117008759315,0.0118969799973853
9,3,260,7649,0,228,0.0339913714211008,0.0298078180154269
10,3,116,7649,0,85,0.015165381095568,0.0111125637338214
1,1,152,7373,0,123,0.0206157602061576,0.0166824901668249
2,1,3745,7373,0,402,0.507934355079344,0.0545232605452326
3,1,885,7373,0,847,0.120032551200326,0.114878611148786
4,1,4131,7373,0,462,0.560287535602875,0.0626610606266106
5,1,1501,7373,0,662,0.203580632035806,0.0897870608978706
6,1,4795,7373,0,213,0.650345856503459,0.0288891902888919
7,1,173,7373,0,141,0.0234639902346399,0.0191238301912383
8,1,3290,7373,0,125,0.446222704462227,0.0169537501695375
9,1,162,7373,0,131,0.0219720602197206,0.0177675301776753
10,1,182,7373,0,134,0.0246846602468466,0.0181744201817442
1,1,1137,7671,0,120,0.148220570981619,0.0156433320297223
2,1,227,7671,0,167,0.0295919697562247,0.0217703037413636
3,1,4632,7671,0,31,0.603832616347282,0.00404119410767827
4,1,645,7671,0,70,0.0840829096597575,0.00912527701733803
5,1,832,7671,0,262,0.108460435406075,0.0341546082648938
6,1,847,7671,0,795,0.11041585190979,0.10363707469691
7,1,219,7671,0,176,0.0285490809542433,0.0229435536435928
8,1,253,7671,0,206,0.0329813583626646,0.0268543866510233
9,1,807,7671,0,737,0.105201407899883,0.0960761308825446
10,1,258,7671,0,201,0.033633163863903,0.0262025811497849
1,7,336,7157,0,219,0.0469470448511946,0.0305994131619394
2,7,374,7157,0,247,0.0522565320665083,0.0345116668995389
3,7,420,7157,0,282,0.0586838060639933,0.0394019840715384
4,7,862,7157,0,534,0.120441525778958,0.0746122677099343
5,7,441,7157,0,326,0.061617996367193,0.0455498113734805
6,7,1903,7157,0,898,0.265893530808998,0.125471566298729
7,7,226,7157,0,99,0.0315774765963392,0.0138326114293698
8,7,580,7157,0,483,0.0810395417074193,0.0674863769735923
9,7,2067,7157,0,498,0.28880815984351,0.0695822271901635
10,7,1399,7157,0,135,0.195472963532206,0.0188626519491407
1,1,375,7528,0,334,0.0498140276301807,0.0443676939426142
2,1,2646,7528,0,60,0.351487778958555,0.00797024442082891
3,1,192,7528,0,133,0.0255047821466525,0.0176673751328374
4,1,104,7528,0,57,0.0138150903294368,0.00757173219978746
5,1,2277,7528,0,17,0.302470775770457,0.00225823591923486
6,1,490,7528,0,428,0.0650903294367694,0.0568544102019129
7,1,2057,7528,0,74,0.273246546227418,0.00982996811902232
8,1,205,7528,0,127,0.0272316684378321,0.0168703506907545
9,1,178,7528,0,131,0.0236450584484591,0.0174017003188098
10,1,90,7528,0,18,0.0119553666312434,0.00239107332624867
1,1,2111,7537,0,1072,0.280084914422184,0.14223165715802
2,1,1177,7537,0,91,0.156162929547565,0.0120737694042723
3,1,85,7537,0,48,0.0112776966962983,0.00636858166379196
4,1,119,7537,0,99,0.0157887753748176,0.0131351996815709
5,1,2595,7537,0,34,0.344301446198753,0.0045110786785193
6,1,1353,7537,0,29,0.179514395648136,0.00384768475520764
7,1,46,7537,0,26,0.0061032240944673,0.00344964840122064
8,1,2811,7537,0,12,0.372960063685817,0.00159214541594799
9,1,40,7537,0,0,0.0053071513864933,0
10,1,755,7537,0,723,0.100172482420061,0.0959267613108664
1,13,458,7100,0,316,0.0645070422535211,0.0445070422535211
2,13,570,7100,0,325,0.0802816901408451,0.0457746478873239
3,13,232,7100,0,64,0.0326760563380282,0.00901408450704225
4,13,2606,7100,0,1108,0.367042253521127,0.156056338028169
5,13,178,7100,0,0,0.0250704225352113,0
6,13,335,7100,0,234,0.0471830985915493,0.0329577464788732
7,13,262,7100,0,168,0.0369014084507042,0.0236619718309859
8,13,2292,7100,0,66,0.322816901408451,0.00929577464788732
9,13,1529,7100,0,141,0.215352112676056,0.0198591549295775
10,13,1130,7100,0,229,0.159154929577465,0.0322535211267606
1,1,147,7425,0,101,0.0197979797979798,0.0136026936026936
2,1,58,7425,0,10,0.00781144781144781,0.00134680134680135
3,1,267,7425,0,227,0.035959595959596,0.0305723905723906
4,1,737,7425,0,328,0.0992592592592593,0.0441750841750842
5,1,177,7425,0,135,0.0238383838383838,0.0181818181818182
6,1,90,7425,0,61,0.0121212121212121,0.00821548821548822
7,1,1673,7425,0,100,0.225319865319865,0.0134680134680135
8,1,1401,7425,0,1356,0.188686868686869,0.182626262626263
9,1,3656,7425,0,772,0.492390572390572,0.103973063973064
10,1,174,7425,0,129,0.0234343434343434,0.0173737373737374
1,3,336,7584,0,302,0.0443037974683544,0.0398206751054852
2,3,2796,7584,0,828,0.368670886075949,0.109177215189873
3,3,156,7584,0,82,0.0205696202531646,0.0108122362869198
4,3,76,7584,0,0,0.0100210970464135,0
5,3,2054,7584,0,91,0.270833333333333,0.0119989451476793
6,3,1645,7584,0,847,0.216904008438819,0.111682489451477
7,3,1057,7584,0,223,0.139372362869198,0.0294040084388186
8,3,86,7584,0,45,0.0113396624472574,0.00593354430379747
9,3,76,7584,0,24,0.0100210970464135,0.00316455696202532
10,3,157,7584,0,82,0.0207014767932489,0.0108122362869198
1,42,2307,6819,0,210,0.338319401671799,0.0307963044434668
2,42,913,6819,0,127,0.133890599794691,0.0186244317348585
3,42,1205,6819,0,376,0.176712127877988,0.0551400498606834
4,42,843,6819,0,557,0.123625164980202,0.0816835313095762
5,42,1986,6819,0,606,0.291245050593929,0.0888693356797184
6,42,622,6819,0,209,0.0912157207801731,0.0306496553746884
7,42,1485,6819,0,229,0.217773867135944,0.0335826367502566
8,42,996,6819,0,303,0.1460624725033,0.0444346678398592
9,42,1244,6819,0,984,0.182431441560346,0.144302683677959
10,42,945,6819,0,133,0.138583369995601,0.019504326147529
1,3,72,7561,0,10,0.0095225499272583,0.00132257637878587
2,3,325,7561,0,268,0.0429837323105409,0.0354450469514614
3,3,2418,7561,0,608,0.319798968390425,0.0804126438301812
4,3,151,7561,0,115,0.0199709033196667,0.0152096283560376
5,3,2536,7561,0,390,0.335405369660098,0.0515804787726491
6,3,1134,7561,0,1083,0.149980161354318,0.14323502182251
7,3,310,7561,0,251,0.0409998677423621,0.0331966671075255
8,3,1405,7561,0,1137,0.185821981219415,0.150376934267954
9,3,1345,7561,0,320,0.1778865229467,0.042322444121148
10,3,1439,7561,0,217,0.190318740907287,0.0286999074196535
1,1,168,7664,0,143,0.0219206680584551,0.0186586638830898
2,1,1036,7664,0,683,0.13517745302714,0.0891179540709812
3,1,1613,7664,0,86,0.210464509394572,0.0112212943632568
4,1,774,7664,0,388,0.100991649269311,0.0506263048016701
5,1,208,7664,0,188,0.0271398747390397,0.0245302713987474
6,1,323,7664,0,261,0.0421450939457203,0.0340553235908142
7,1,297,7664,0,282,0.0387526096033403,0.0367954070981211
8,1,59,7664,0,44,0.00769832985386221,0.00574112734864301
9,1,1601,7664,0,90,0.208898747390397,0.0117432150313152
10,1,1136,7664,0,142,0.148225469728601,0.0185281837160752
1,21,1613,7122,0,394,0.226481325470374,0.0553215388935692
2,21,1291,7122,0,454,0.181269306374614,0.0637461387250772
3,21,314,7122,0,167,0.0440887391182252,0.0234484695310306
4,21,278,7122,0,24,0.0390339792193204,0.0033698399326032
5,21,393,7122,0,175,0.0551811288963774,0.024571749508565
6,21,521,7122,0,299,0.0731536085369278,0.0419825891603482
7,21,596,7122,0,378,0.0836843583263128,0.0530749789385004
8,21,641,7122,0,218,0.0900028081999438,0.0306093793878124
9,21,266,7122,0,25,0.0373490592530188,0.003510249929795
10,21,458,7122,0,274,0.0643077787138444,0.0384723392305532
1,14,303,6955,0,59,0.0435657800143781,0.00848310567936736
2,14,316,6955,0,61,0.0454349388928828,0.0087706685837527
3,14,501,6955,0,327,0.0720345075485262,0.0470165348670022
4,14,287,6955,0,25,0.0412652767792955,0.00359453630481668
5,14,1910,6955,0,409,0.274622573687994,0.0588066139468009
6,14,787,6955,0,251,0.113156002875629,0.0360891445003595
7,14,2502,6955,0,976,0.359741193386053,0.140330697340043
8,14,306,6955,0,51,0.0439971243709561,0.00733285406182602
9,14,311,6955,0,111,0.0447160316319195,0.0159597411933861
10,14,705,6955,0,566,0.10136592379583,0.0813803019410496
1,33,755,6962,0,668,0.108445848893996,0.0959494398161448
2,33,490,6962,0,165,0.0703820741166332,0.0237000861821316
3,33,352,6962,0,37,0.050560183855214,0.00531456478023556
4,33,465,6962,0,204,0.0667911519678253,0.0293019247342718
5,33,1288,6962,0,1027,0.185004309106579,0.147515081873025
6,33,3001,6962,0,472,0.43105429474289,0.0677966101694915
7,33,418,6962,0,156,0.0600402183280666,0.0224073542085608
8,33,381,6962,0,130,0.0547256535478311,0.0186727951738006
9,33,434,6962,0,160,0.0623384085033036,0.02298190175237
10,33,1322,6962,0,228,0.189887963228957,0.0327492099971273
1,1,772,7506,0,44,0.10285105249134,0.00586197708499867
2,1,54,7506,0,16,0.00719424460431655,0.00213162803090861
3,1,4634,7506,0,21,0.617372768451905,0.00279776179056755
4,1,2846,7506,0,189,0.379163335997868,0.0251798561151079
5,1,381,7506,0,352,0.0507593924860112,0.0468958166799893
6,1,1300,7506,0,396,0.173194777511324,0.052757793764988
7,1,959,7506,0,934,0.127764455102585,0.12443378630429
8,1,53,7506,0,3,0.00706101785238476,0.000399680255795364
9,1,52,7506,0,17,0.00692779110045297,0.00226485478284039
10,1,1670,7506,0,382,0.222488675726086,0.050892619237943
1,1,1159,7533,0,293,0.153856365325899,0.0388955263507235
2,1,3537,7533,0,933,0.469534050179211,0.123855037833532
3,1,1312,7533,0,181,0.174166998539758,0.0240276118412319
4,1,285,7533,0,233,0.0378335324571884,0.0309305721492101
5,1,210,7533,0,166,0.0278773397052967,0.0220363732908536
6,1,525,7533,0,478,0.0696933492632417,0.063454135138723
7,1,3842,7533,0,1185,0.510022567370238,0.157307845479888
8,1,70,7533,0,0,0.00929244656843223,0
9,1,1867,7533,0,100,0.247842824903757,0.0132749236691889
10,1,187,7533,0,134,0.0248241072613832,0.0177883977167131
1,2,83,7502,0,18,0.0110637163423087,0.00239936017062117
2,2,70,7502,0,0,0.00933084510797121,0
3,2,134,7502,0,96,0.017861903492402,0.0127965875766462
4,2,2026,7502,0,603,0.270061316982138,0.0803785657158091
5,2,496,7502,0,430,0.0661157024793388,0.0573180485203946
6,2,745,7502,0,714,0.099306851506265,0.0951746201013063
7,2,1083,7502,0,192,0.14436150359904,0.0255931751532925
8,2,119,7502,0,57,0.0158624366835511,0.0075979738736337
9,2,793,7502,0,733,0.105705145294588,0.0977072780591842
10,2,213,7502,0,148,0.0283924286856838,0.0197280725139963
1,3,215,7369,0,178,0.0291762790066495,0.02415524494504
2,3,172,7369,0,111,0.0233410232053196,0.0150631021848283
3,3,3252,7369,0,173,0.441308182928484,0.0234767268286063
4,3,104,7369,0,43,0.0141131768218211,0.0058352558013299
5,3,82,7369,0,20,0.0111276971095128,0.00271407246573483
6,3,148,7369,0,104,0.0200841362464378,0.0141131768218211
7,3,74,7369,0,0,0.0100420681232189,0
8,3,4221,7369,0,222,0.572804993893337,0.0301262043696567
9,3,101,7369,0,42,0.0137060659519609,0.00569955217804315
10,3,89,7369,0,37,0.01207762247252,0.00502103406160944
1,7,2354,7337,0,477,0.320839580209895,0.0650129480714188
2,7,125,7337,0,38,0.0170369360774158,0.00517922856753441
3,7,3053,7337,0,266,0.416110126754804,0.0362545999727409
4,7,290,7337,0,190,0.0395256916996047,0.0258961428376721
5,7,554,7337,0,458,0.075507700695107,0.0624233337876516
6,7,122,7337,0,0,0.0166280496115579,0
7,7,604,7337,0,497,0.0823224751260733,0.0677388578438054
8,7,144,7337,0,31,0.019626550361183,0.00422516014719913
9,7,696,7337,0,442,0.0948616600790514,0.0602426059697424
10,7,265,7337,0,212,0.0361183044841216,0.0288946435872973
1,70,746,6012,0,136,0.124085163007319,0.0226214238190286
2,70,682,6012,0,87,0.113439787092482,0.0144710578842315
3,70,814,6012,0,192,0.135395874916833,0.031936127744511
4,70,1504,6012,0,406,0.250166333998669,0.0675316034597472
5,70,917,6012,0,572,0.152528276779774,0.0951430472388556
6,70,1214,6012,0,447,0.201929474384564,0.0743512974051896
7,70,750,6012,0,115,0.124750499001996,0.0191284098469727
8,70,1105,6012,0,615,0.183799068529607,0.102295409181637
9,70,916,6012,0,446,0.152361942781104,0.0741849634065203
10,70,985,6012,0,667,0.163838988689288,0.110944777112442
1,13,459,7165,0,302,0.0640614096301465,0.0421493370551291
2,13,360,7165,0,58,0.0502442428471738,0.00809490579204466
3,13,571,7165,0,522,0.0796929518492673,0.0728541521284019
4,13,170,7165,0,10,0.0237264480111654,0.00139567341242149
5,13,679,7165,0,205,0.0947662247034194,0.0286113049546406
6,13,782,7165,0,447,0.109141660851361,0.0623866015352408
7,13,301,7165,0,151,0.042009769713887,0.0210746685275645
8,13,243,7165,0,94,0.0339148639218423,0.013119330076762
9,13,1476,7165,0,1121,0.206001395673412,0.156454989532449
10,13,601,7165,0,446,0.0838799720865318,0.0622470341939986
1,1,506,7643,0,240,0.0662043700117755,0.0314012822190239
2,1,97,7643,0,53,0.0126913515635222,0.00693444982336779
3,1,1162,7643,0,23,0.152034541410441,0.00300928954598979
4,1,227,7643,0,198,0.0297003794321601,0.0259060578306948
5,1,679,7643,0,216,0.0888394609446552,0.0282611539971215
6,1,90,7643,0,63,0.011775480832134,0.00824283658249379
7,1,737,7643,0,66,0.096428104147586,0.00863535261023158
8,1,534,7643,0,186,0.0698678529373283,0.0243359937197436
9,1,3253,7643,0,154,0.425618212743687,0.0201491560905404
10,1,366,7643,0,337,0.0478869553840115,0.0440926337825461
1,16,1685,7366,0,360,0.228753733369536,0.0488732011946783
2,16,1139,7366,0,502,0.154629378224274,0.0681509638881347
3,16,296,7366,0,172,0.0401846320934021,0.0233505294596796
4,16,3301,7366,0,428,0.448140103176758,0.0581048058647841
5,16,296,7366,0,23,0.0401846320934021,0.00312245452077111
6,16,1955,7366,0,229,0.265408634265544,0.0310887863155037
7,16,971,7366,0,546,0.131821884333424,0.074124355145262
8,16,917,7366,0,559,0.124490904154222,0.0758892207439587
9,16,1551,7366,0,283,0.210562041813739,0.0384197664947054
10,16,560,7366,0,482,0.0760249796361662,0.0654357860439859
1,10,2275,7391,0,1506,0.307806792044378,0.203761331348938
2,10,1079,7391,0,319,0.145988364226762,0.0431606007306183
3,10,2283,7391,0,511,0.308889189554864,0.0691381409822757
4,10,392,7391,0,311,0.0530374780138006,0.0420782032201326
5,10,166,7391,0,44,0.0224597483425788,0.00595318630767149
6,10,134,7391,0,24,0.0181301583006359,0.00324719253145718
7,10,149,7391,0,10,0.0201596536327966,0.00135299688810716
8,10,675,7391,0,620,0.0913272899472331,0.0838858070626438
9,10,222,7391,0,125,0.0300365309159789,0.0169124611013395
10,10,802,7391,0,696,0.108510350426194,0.0941685834122582
1,18,389,7103,0,95,0.0547655920033789,0.0133746304378432
2,18,311,7103,0,13,0.0437843164859918,0.00183021258623117
3,18,313,7103,0,26,0.0440658876531043,0.00366042517246234
4,18,3433,7103,0,1750,0.483316908348585,0.246374771223427
5,18,310,7103,0,36,0.0436435309024356,0.00506828100802478
6,18,408,7103,0,127,0.0574405180909475,0.017879769111643
7,18,477,7103,0,235,0.0671547233563283,0.0330846121357173
8,18,1658,7103,0,1379,0.233422497536252,0.19414331972406
9,18,310,7103,0,0,0.0436435309024356,0
10,18,346,7103,0,104,0.0487118119104604,0.0146417006898494
1,32,568,6952,0,369,0.0817031070195627,0.053078250863061
2,32,555,6952,0,165,0.0798331415420023,0.0237341772151899
3,32,348,6952,0,32,0.0500575373993095,0.0046029919447641
4,32,808,6952,0,275,0.116225546605293,0.0395569620253165
5,32,467,6952,0,227,0.067174913693901,0.0326524741081703
6,32,830,6952,0,649,0.119390103567319,0.0933544303797468
7,32,912,6952,0,374,0.131185270425777,0.0537974683544304
8,32,391,6952,0,74,0.0562428078250863,0.010644418872267
9,32,2577,6952,0,1202,0.370684695051784,0.172899884925201
10,32,637,6952,0,211,0.0916283084004603,0.0303509781357883
1,1,4300,7495,0,48,0.57371581054036,0.00640426951300867
2,1,104,7495,0,35,0.0138759172781855,0.00466977985323549
3,1,600,7495,0,316,0.0800533689126084,0.0421614409606404
4,1,2039,7495,0,248,0.272048032021348,0.0330887258172115
5,1,185,7495,0,112,0.0246831220813876,0.0149432955303536
6,1,142,7495,0,87,0.018945963975984,0.0116077384923282
7,1,122,7495,0,44,0.0162775183455637,0.00587058038692462
8,1,6562,7495,0,43,0.875517011340894,0.0057371581054036
9,1,103,7495,0,50,0.0137424949966644,0.0066711140760507
10,1,3473,7495,0,75,0.463375583722482,0.0100066711140761
1,2,2336,7459,0,546,0.31317871028288,0.0732001608794745
2,2,104,7459,0,55,0.0139428877865666,0.00737364257943424
3,2,120,7459,0,65,0.0160879474460383,0.0087143048666041
4,2,385,7459,0,336,0.0516154980560397,0.0450462528489074
5,2,402,7459,0,336,0.0538946239442284,0.0450462528489074
